title,authors,year,keywords,document_type,source,source_file,doi,journal,document_type_enhanced,repository
FastGaze: An Efficient and Flexible Model for Human Scanpath Prediction,Jiahong Zhang and Kai Shen and Hongjuan Pei and Tianxiang Hu and Kexin Wang and Di Shang and Bo Xu and Guoqi Li,2026,"Human scanpath prediction, Visual attention modeling, Vision Transformer, Inhibition-of-return mechanism",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.eswa.2026.132843,Expert Systems with Applications,Article,
Decarbonization responsive scheduling interactions in cogeneration units based sustainable city energy ecosystem considering carbon capture and thermal storage device with digital social welfare,Jingxuan Dong and Ying Chen,2026,"Cogeneration units, Decarbonization scheduling, Thermal storage device, Carbon capture, Digital social welfare",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.engappai.2026.114417,Engineering Applications of Artificial Intelligence,Article,
Catching fraudulent “invisible hands”: An approach to finding associative dense blocks in bipartite graphs,Yili Ren and Hao Lin and Jiazhou Yu and Zhou Feng and Jixian Zhou and Ling Man and Ming Liu and Guannan Liu,2026,"Associative dense blocks, Bipartite graphs, Association score, Invisible hands",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.ipm.2026.104811,Information Processing & Management,Article,
The role of artificial intelligence in preventing corporate crime,Luis A. Garcia-Segura,2024,"Artificial intelligence, Corporate crime, Fraud prevention, AI ethics, AI bias",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.jeconc.2024.100091,Journal of Economic Criminology,Article,
Intelligent Control of Renewable Holonic Energy Systems,Fouzia Ounnar and Aziz Naamane and Patrick Pujo and Nacer-Kouider M'Sirdi,2013,"Control, Holonic Energy System, Multicriteria decision aid, AHP, Multi-energy sources, Multi-users.",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.egypro.2013.11.047,Energy Procedia,Article,
Data-driven digital transformation for uncertainty reduction – Application of satellite imagery analytics in institutional crop credit management,Gopalakrishnan Narayanamurthy and R Sai Shiva Jayanth and Roger Moser and Tobias Schaefers and Narayan Prasad Nagendra,2025,"Data-driven digital transformation, Uncertainty, Social innovation, Big data analytics, Institutional crop credit, Satellite imagery, Developing nations",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.ijpe.2024.109498,International Journal of Production Economics,Article,
AI-Powered Hybrid Smart Parking: Optimizing Parking Management Across Diverse Applications in Smart Cities,Shalini M.K. and Hanumanthappa J. and K.S. {Santhosh Kumar,2025,"Artificial Intelligence, Smart Parking: Smart city, Machine Learning, Smart Applications",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.procs.2025.04.385,Procedia Computer Science,Article,
BCTR: Bidirectional Conditioning Transformer for Scene Graph Generation,Peng Hao and Weilong Wang and Xiaobing Wang and Yingying Jiang and Hanchao Jia and Shaowei Cui and Junhang Wei and Xiaoshuai Hao,2025,"Scene graph generation, Scene understanding, Feature distillation",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.inffus.2025.103260,Information Fusion,Article,
Resilient solar microgrid management using multi-agent reinforcement learning and quantum-based action selection,Isshaan Singh and S. Pavithra and Kirtan Rajesh,2025,"Reinforcement learning, Agentic frameworks, Energy resource allocation, Game theory, Soft computing, Grid reliability, Energy management",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.rineng.2025.107633,Results in Engineering,Article,
Bridging theory and practice in AI-driven supply chains: Prioritizing LLM adoption challenges and SCOR-based applications,Harshad Sonar and Nikhil Ghag and Isha Sharma,2026,"Supply chain, Large language models, Gen AI, Decision making, COCOSO, SCOR model",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.ijpe.2026.110008,International Journal of Production Economics,Article,
Towards efficient and accurate spiking neural networks via adaptive bit allocation,Yao Xingting and Hu Qinghao and Zhou Fei and Liu Tielong and Li Gang and Wang Peisong and Cheng Jian,2026,"Spiking neural networks, Neuromorphic computing, Efficient computing, Bit allocation",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.neunet.2025.108350,Neural Networks,Article,
Learning risk preferences from investment portfolios using inverse optimization,Shi Yu and Haoran Wang and Chaosheng Dong,2023,"Risk preference, Portfolio optimization, Mutual funds, Inverse optimization",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.ribaf.2023.101879,Research in International Business and Finance,Article,
Experience-guided multi-agent interpretable framework for radiology report summarization,Jia Li and Tong Zhou and Zichun Zhou and Xuan Wei and Hong Song and Zhixiang Wang and Yubo Chen and Han Lv,2026,"Radiology report summarization, Interpretability, Large language model, Multi-agent collaboration",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.cmpb.2025.109078,Computer Methods and Programs in Biomedicine,Article,
Engine Performance Using Blended Fuels of Biodiesel and Eco Diesel,Muhammad Idris and I. Husin and Indra Hermawan and Uun Novalia and R. D. Batubara and Nugroho {Agung Pambudi,2022,"Car, vehicle, experiment, combustion, ED, renewable energy",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.32604/ee.2023.019203,Energy Engineering,Article,
Robotic fish with tunable stiffness soft tail based on bionic spinal muscle system,Jinan Yu and Jian Wang and Sijie Li and Xiaofei Wang and Xiaocun Liao and Penghang Shuai and Zhengxing Wu,2026,"Biomimetic robot, Robotic fish, Variable stiffness, Soft fishtail",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.birob.2026.100285,Biomimetic Intelligence and Robotics,Article,
Adaptive fault-tolerant depth control for a bionic robotic dolphin with stuck oscillating joints,Yang Zhang and Zhengxing Wu and Jian Wang and Min Tan,2024,"Robotic dolphin, Underwater bionic robot, Fault-tolerant control",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.oceaneng.2024.119515,Ocean Engineering,Article,
Decision intelligence-driven predictive modelling of air quality index in surface mining,Muhammad Kamran and Izhar Mithal Jiskani and Zhiming Wang and Wei Zhou,2024,"Coal, Surface mining, Air, K-means clustering, Random forest",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.engappai.2024.108399,Engineering Applications of Artificial Intelligence,Article,
A Context-Aware Empowering Business with AI: Case of Chatbots in Business Intelligence Systems,Mohamed Azmi and Abdeljebar Mansour and Chaimaa Azmi,2023,"Artificial Intelligence, AI, Business Intelligence, BI, BI Systems, AI-empowered Business, Chatbots-empowered BI, Chatbots",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.procs.2023.09.068,Procedia Computer Science,Article,
Wireless Holon Network for job shop isoarchic control,Patrick Pujo and Fouzia Ounnar and Damien Power and Selma Khader,2016,"Holonic manufacturing system, Isoarchy, Wireless holon network, Embedded decisional intelligence, CPS, Organizational changes",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.compind.2016.08.005,Computers in Industry,Article,
Towards power cost analysis and optimization of a multi-flexible robotic fish,Ben Lu and Jian Wang and Qianqian Zou and Junfeng Fan and Chao Zhou,2024,"Multi-flexible joints, Robotic fish, Power cost",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.oceaneng.2024.116746,Ocean Engineering,Article,
Robust capacity sizing and operation scheduling optimisation for resilient precinct-scale energy–water system integration,Glauber {Cardoso de Oliveira,2025,"Urban precinct-scale planning, Energy–water system integration, Parsimonious mathematical optimisation modelling, Functional disciplined convex programming, Robust support to decision-making under uncertainty",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.enconman.2024.119351,Energy Conversion and Management,Article,
LogiFusion: a semantic-kinetic-dynamic expert system for closed-loop intralogistics decision intelligence,Xiaoming Zhao and Jun He and Yong Yang and Jing Yu and Sunyan Hong,2026,"Intralogistics, Neuro-symbolic AI, Knowledge graph, Human activity recognition, Digital twin, Large language models",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.eswa.2026.131147,Expert Systems with Applications,Article,
End-to-end motion detection via multi-scale spatial-temporal feature fusion for dual-view 3D macaque behavior quantification,Zhiyuan Chen and Zongli Jiang and Qiang Guan and Xibo Ma,2026,"Macaques, 3D behavior quantification, Motion detection, Behavior dataset, Spatial-temporal feature fusion, Dual-view motion aware",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.eswa.2025.129765,Expert Systems with Applications,Article,
AHP/ANP a Decision Making Service in PROSIS Model,Yves Dubromelle and Thamer Louati and Fouzia Ounnar and Patrick Pujo,2010,"Multicriteria decision, AHP/ANP, PROSIS model, Isoarchic architecture.",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.3182/20100701-2-PT-4011.00025,IFAC Proceedings Volumes,Article,
Explainable wavelet-scalogram learning for quasi-stationary faults in automotive DC motors using AERIS-Wave,Willy Dharmawan and Nur Hamid and Haitham Saleh and Amalia Irma Nurwidya and Peni Laksmita Widati,2026,"Wavelet transform, AERIS-Wave, Explainable AI, Scalogram, WaveNet, Deep learning, Noise classification",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.aei.2026.104394,Advanced Engineering Informatics,Article,
Embracing uncertainty: A review of Bayesian methods for travel time reliability,Pengsheng Cao and Piao Chen and Der-Horng Lee,2026,"Bayesian methods, Travel time reliability, Probabilistic forecasting, Uncertainty quantification, Logistics and urban transportation",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.ress.2026.112693,Reliability Engineering & System Safety,Article,
ChatSearch: A dataset and a generative retrieval model for general conversational image retrieval,Zijia Zhao and Longteng Guo and Tongtian Yue and Erdong Hu and Shuai Shao and Zehuan Yuan and Hua Huang and Jing Liu,2025,"Conversational image retrieval, Multimodal large language model, Generative retrieval, Instruction tuning, Visual conversation",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.patcog.2025.111696,Pattern Recognition,Article,
A novel electric energy router for enhancing the resilience of building distribution networks under extreme cold wave conditions,Heyang Cao and Chen Shao and Jiaoxin Jia and Xiangwu Yan and JunZhou He and Yushan Liu,2026,"Cold wave, Electric energy router, Distributed energy storage, Soft actor-critic algorithm, Transformer architecture",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.enbuild.2026.117533,Energy and Buildings,Article,
Medium-term Capacity Management through Reinforcement Learning – Literature review and concept for an industrial pilot-application,Florian Kulmer and Matthias Wolf and Christian Ramsauer,2022,"Literature Review, Capacity Management, Capacity Planning, Reinforcement Learning, Machine Learning, Decision Support System",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.procir.2022.05.109,Procedia CIRP,Article,
"The smart city paradox: Flood resilience in the making of Thu Duc City, Viet Nam",Thinh Nguyen {Tran Phu,2026,"Urban resilience, Smart cities, Green infrastructure, Development paradox, Climate adaptation",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.cacint.2026.100323,City and Environment Interactions,Article,
Predictive demand analytics and machine learning in electric power systems for enhancing resilience and efficiency,Wadim Strielkowski and Andrey Vlasov and Kirill Selivanov and Aleksandr Rasuk and Luboš Smutka,2025,"Power system, Predictive analytics, DeepAnalytics, Clustering, Artificial intelligence",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.segan.2025.101722,"Sustainable Energy, Grids and Networks",Article,
Carbon Footprint Optimization as PLC Control Strategy in Solar Power System Automation,G. Prinsloo and R. Dobson and K. Schreve,2014,"COfootprint, Carbon, off-grid, solar concentrator, rural power, environmental impact, power budget, Concentrated Solar Power, CSP",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.egypro.2014.03.231,Energy Procedia,Article,
Bilevel scheduling in downstream oil supply chain: Integrating reinforcement learning with mathematical programming,Qipeng Yang and Wentian Fan and Nan Ma and Shu Lin and Jiawen Chang and Zhiqiang Zou and Liang Sun and Haifeng Zhang,2026,"Oil supply chain scheduling, Reinforcement learning, Mathematical programming, Rolling-Horizon method, Simulation-base evaluation",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.compchemeng.2025.109381,Computers & Chemical Engineering,Article,
"Flow Synchronization in Supply Network, using Holonic, Isoarchic and Multicriteria Control",Yves Dubromelle and Fouzia Ounnar and Patrick Pujo,2012,"Supply network, Multicriteria decision, AHP, PROSIS model, Isoarchic architecture",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.3182/20120523-3-RO-2023.00246,IFAC Proceedings Volumes,Article,
Reparameterizing and dynamically quantizing image features for image generation,Mingzhen Sun and Weining Wang and Xinxin Zhu and Jing Liu,2024,"Vector quantization, Variational auto-encoder, Unconditional image generation, Text-to-image generation, Autoregressive generation",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.patcog.2023.109962,Pattern Recognition,Article,
A unified model of data uncertainty and data relation uncertainty,Mingxue Liao and Dong Shen and Pin Lv,2023,"Data uncertainty, Top-k query, Data relation uncertainty, Unified model",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.knosys.2023.110811,Knowledge-Based Systems,Article,
Sea Level Anomaly prediction with TSTA-enhanced UNet,Qinxuan Wang and Jun Bai and Yineng Li and Shiming Xiang and Xiaoqing Chu and Yue Sun and Tielin Zhang,2025,"SLA prediction, UNet, Vision Transformer, Temporal-Spatial Transformer Attention",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.isprsjprs.2025.08.005,ISPRS Journal of Photogrammetry and Remote Sensing,Article,
Prompt robust large language model for Chinese medical named entity recognition,Yubo Chen and Baoli Zhang and Sirui Li and Zhuoran Jin and Zhengyuan Cai and Yingzheng Wang and Delai Qiu and ShengPing Liu and Jun Zhao,2025,"Named entity recognition, Large language model, Natural language processing, Model distillation, Nested entity",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.ipm.2025.104189,Information Processing & Management,Article,
Information bottleneck based knowledge selection for commonsense reasoning,Zhao Yang and Yuanzhe Zhang and Pengfei Cao and Cao Liu and Jiansong Chen and Jun Zhao and Kang Liu,2024,"Commonsense reasoning, Knowledge selection, Information bottleneck, KG-augmented model",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.ins.2024.120134,Information Sciences,Article,
Enhancing robustness of spiking neural networks through retina-like coding and memory-based neurons,Jiahong Zhang and Kexin Wang and Man Yao and Han Xu and Peng Zhou and Bo Xu and Guoqi Li,2026,"Memory-based spiking neurons, Corruption robustness, Spiking neuron networks, Image recognition",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.neunet.2025.107950,Neural Networks,Article,
Personalized recommendation of e-commerce based on big data technology,Bing Wang and Xiaohua Zhang,2025,"Personalized recommendation, Incremental update of data, Electronic commerce, Heterogeneity algorithm",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.procs.2025.05.149,Procedia Computer Science,Article,
AI based strategic decision framework for precise e-commerce applications and ensuring consumer trust through tactical precision and decision-driven strategies,M Premkumar and S. R Ashokkumar and S Anupallavi and Dhamodharan Srinivasan and K Prema and Ajmeera Kiran,2025,"CNN, E-commerce, Fake products, Artificial intelligence",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.rineng.2025.108191,Results in Engineering,Article,
Fault-tolerant heading control for a bionic gliding robotic dolphin with flipper faults,Yang Zhang and Zhengxing Wu and Jian Wang and Sijie Li and Min Tan,2024,"Gliding robotic dolphin, Underwater bionic robot, Fault-tolerant control",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.oceaneng.2024.117485,Ocean Engineering,Article,
Augmenting processes with decision intelligence: Principles for integrated modelling,Faruk Hasić and Johannes {De Smedt,2018,"Decision modelling, DMN, Process modelling, BPMN, Integrated modelling, Separation of concerns",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.dss.2017.12.008,Decision Support Systems,Article,
Mine-SSD: Dual-threshold set abstraction and radius-adaptive grouping for 3D object detection in open-pit mines,Zhongyu Xie and Yuqian Zhao and Fan Zhang and Biao Luo and Wenliu Hu and Tenghai Qiu,2025,"Point-based 3D object detection, Transformer, Autonomous vehicles, Open-pit mining",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.neucom.2025.131507,Neurocomputing,Article,
Modeling and optimization of virtual power plant energy market behavior based on news sentiment and natural semantic analysis,Houqi Chen and Chen Shi and Mengyi Xu and Yanjia Wang and Xianlong Li and Xitian Wang and Chenghong Gu and Da Xie,2025,"Virtual power plant, Sentiment analysis, Natural language processing, Electricity market, Deep learning",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.seta.2025.104718,Sustainable Energy Technologies and Assessments,Article,
MetaGNN-EcoWeld: a graph-neural framework for intelligent weld process classification and emission analytics in sustainable pipeline prefabrication,Fei Xia and Zheng Ling Xu and Zhe Hui Cheng and Nian Liu and Shu Zhi Sun and Ru Ming Dong and Jian Dong and Guo Xi Xia and Yue Yang,2026,"Microchemical signature analysis, Graph neural network (GNN), Meta-learning framework, Weld material classification, Pipeline prefabrication, Chemical composition analytics, Intelligent manufacturing, Sustainable engineering processes",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.microc.2025.116541,Microchemical Journal,Article,
SEAE: Stable end-to-end autonomous driving using event-triggered attention and exploration-driven deep reinforcement learning,Jianping Cui and Liang Yuan and Wendong Xiao and Teng Ran and Li He and Jianbo Zhang,2025,"Visual sensor, Lidar sensor, Deep reinforcement learning, Autonomous driving, Collision avoidance, Multi-input",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.displa.2024.102946,Displays,Article,
"Hybrid Reinforcement Learning for occupant-centric building control: A review and deployment framework for co-optimizing energy, comfort, and indoor air quality",Majid Mohsenpour and Yangang Xing,2026,"Reinforcement learning, HVAC, Thermal comfort, Indoor quality, Energy efficiency, Data collection, Co-adaptive framework",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.apenergy.2026.127392,Applied Energy,Article,
Hazard-responsive digital twin for weather-driven urban resilience and affordability,Zhenglai Shen and Hongyu Zhou,2026,"Digital twin, Compounding hazards, Urban resilience, Physics-informed neural networks, Affordability",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.scs.2026.107413,Sustainable Cities and Society,Article,
Identifying concerns when specifying machine learning-enabled systems: A perspective-based approach,Hugo Villamizar and Marcos Kalinowski and Hélio Lopes and Daniel Mendez,2024,"Requirements engineering, Machine learning-enabled systems, Technology transfer, Case study",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.jss.2024.112053,Journal of Systems and Software,Article,
Threshold-free frequency-utility skyline sequential pattern mining with non-overlapping occurrence semantics,Wei Zhang and Shulei Tang and Yiheng Shen and Bin Yang and Geng Yu and Xingyu Wang,2026,"Sequential pattern mining, Skyline frontier, High-utility sequences, Threshold-free mining, Data indexing, Decision intelligence",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.eswa.2026.132227,Expert Systems with Applications,Article,
Integrating generative AI and BIM for sustainable construction and built Environment: An AHP–DEMATEL-based strategic framework,Nguyen Van Tam and Vu Van Phong,2026,"GenAI, BIM, Sustainability, Construction, Built environment, Strategic framework, AHP-DEMATEL",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.enbuild.2026.117560,Energy and Buildings,Article,
A typology of GenAI capabilities for business innovation,Georgia {Schlabitz Vanin,2026,"Technological capabilities, Digital technology, Innovation, Large language model, Generative artificial intelligence",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.bushor.2026.05.002,Business Horizons,Article,
Deep reinforcement learning for optimal rescue path planning in uncertain and complex urban pluvial flood scenarios,Xiaoyan Li and Xuedong Liang and Xia Wang and Rong Wang and Lingli Shu and Wentao Xu,2023,"Deep reinforcement learning, Intelligent computing, Urban pluvial flood, Rescue path planning, Smart city",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.asoc.2023.110543,Applied Soft Computing,Article,
Deep reinforcement learning with reference system to handle constraints for energy-efficient train control,Mengying Shang and Yonghua Zhou and Hamido Fujita,2021,"Deep reinforcement learning, Energy saving, Train control, Constraint handling",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.ins.2021.04.088,Information Sciences,Article,
CiliaSight: A Vision-Based Biomimetic Cilia Array Sensor for Underwater Flow Perception,Shibo Wang and Shuaizheng Yan and Zhengxing Wu and Bingwei He and Junzhi Yu,2025,"Autonomous systems, Machine learning, Design, analysis, evaluation",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.ifacol.2025.12.516,IFAC-PapersOnLine,Article,
Hierarchical mental-states reasoning with dynamic fusion world models for imperfect multi-unmanned aerial vehicle cooperative-competitive environments,Jiaming Cheng and Ni Li and Changyin Dong and Chong Tang,2026,"Hierarchical reasoning, World-model-based multi-agent reinforcement learning, Opponent modeling, Multi-unmanned aerial vehicle game",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.engappai.2026.114402,Engineering Applications of Artificial Intelligence,Article,
Human–AI Co-Intelligence in Smart SMEs: Integrating Generative AI and ERP-Driven Decision Intelligence in Taiwan’s Precision Manufacturing Sector,Kuo-Ming Chu,2026,"Human–AI collaboration, Decision intelligence, ERP systems, Generative AI, SMEs, Trust calibration, Managerial intuition",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.eswa.2026.132373,Expert Systems with Applications,Article,
Cloud-native causal AI for supply chain KPI monitoring: A GCP framework to diagnose out-of-stock events,Tarique Ameer and Omid {Fatahi Valilai,2025,"Causal AI, Supply chain analytics, Google© Cloud Platform (GCP), Supply chain value creation, Data-Driven KPI Measurement, Out-of-stock (OOS)",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.mlwa.2025.100765,Machine Learning with Applications,Article,
Music Generation with Machine Learning and Deep Neural Networks,Tudor-Constantin Pricop and Adrian Iftene,2024,"Deep neural networks, machine learning algorithms, variational autoencoders, long short-term memory networks, transformer",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.procs.2024.09.692,Procedia Computer Science,Article,
Adaptive nested robust multi-objective optimisation for integrated precinct-scale energy–water system planning,Glauber {Cardoso de Oliveira,2025,"Urban precinct-scale planning, Energy–water system integration, Robust multi-objective optimisation modelling, Adaptive recourse action-taking, Functional disciplined convex programming, Uncertain nested decision-making",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.energy.2025.136552,Energy,Article,
Tetrahedral molecular pretraining for enhanced property prediction,Yuancheng Sun and Kai Chen and Kang Liu and Qiwei Ye,2026,"Molecular modeling, Self-supervised learning, Bioinformatics",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.patcog.2025.112638,Pattern Recognition,Article,
Anatomic pathology quality assurance: Developing an LIS based tracking and documentation module for intradepartmental consultations,Bilge Dundar and Stephanie J. Chen and John L. Blau and K.D. {Anand Rajan,2022,"Electronic intradepartmental consultation, Anatomic pathology, Surgical pathology, Laboratory information system",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.jpi.2022.100109,Journal of Pathology Informatics,Article,
A Rhetorical Role Relatedness (RRR) framework for Legal Case Brief Generation,Sayyed Usman Ahmed and Nesar Ahmad,2025,"Legal NLP, Natural Language Processing, Summarization, Legal Brief, Rhetorical Roles",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.procs.2025.04.591,Procedia Computer Science,Article,
A delphi-informed fuzzy multi-criteria decision framework for prioritizing sustainable development goals in industrial strategy: an application to the paint and coatings sector,Seyed Pendar Toufighi and Reza Tafazoli and Sara Habibi and Jan Vang,2026,"Industrial strategy integration, Decision-support system, Fuzzy MCDM, Sustainable industrial systems, Informatization",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.jii.2026.101091,Journal of Industrial Information Integration,Article,
Enhancing transportation agility through neuroadaptive AI and behavioural decision intelligence,Eias Al Humdan,2025,"Transportation agility, Neuroadaptive AI, Behavioral decision-making, Human-centric mobility systems, Cognitive-aware transport resilience",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.trip.2025.101468,Transportation Research Interdisciplinary Perspectives,Article,
Examining decision characteristics & challenges for agile software development,Meghann L. Drury-Grogan and Kieran Conboy and Tom Acton,2017,"Agile software development, Agile decision making, Decision characteristics, Decision process, Decision intelligence, Decision quality",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.jss.2017.06.003,Journal of Systems and Software,Article,
ASDE: Low-budget text classification via active semi-supervised learning with debiasing training mechanism,Yubo Chen and Tong Zhou and Daojian Zeng and Sirui Li and Kang Liu and Jun Zhao,2026,"Text classification, Semi-supervised learning, Active learning, Data selection",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.ipm.2025.104390,Information Processing & Management,Article,
Architecting a decision support system for continuing supervision of commercial in-space servicing,Jacqueline H. Smith and Moriba Jah and Danielle Wood,2025,"Systems architecture framework, In-space servicing, Space sustainability, Decision support system, Continuing supervision",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.actaastro.2025.05.036,Acta Astronautica,Article,
